Flow info:,313273.0,1250.0,0.0,612.1111111111111,598.5433243392755,20885.0,71274.23018327313,278003.0,2.0,29547.0,4924.496014912923,7243.342391585736,17333.0,200.0,296173.0,37021.60716056824,97416.03583323931,278003.0,2.0,0.0,22.344731430589317,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #16
Flow info:,329.0,0.0,0.0,0.0,0.0,329.0,0.0,329.0,329.0,329.0,329.01763916015625,0.0,329.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,6078.701449275362,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #17
Flow info:,338460.0,1250.0,0.0,612.1111111111111,598.5433243392755,22564.0,71392.0037117059,279998.0,2.0,47281.0,7880.1314036051435,5994.632197222393,15242.0,440.0,327171.0,40896.38590812683,96923.43613110852,279998.0,2.0,0.0,20.681914111259196,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #18
Flow info:,204.0,0.0,0.0,0.0,0.0,204.0,0.0,204.0,204.0,204.0,204.0863037109375,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,9799.775700934579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #19
Flow info:,317845.0,1250.0,0.0,614.8888888888889,600.2169283776584,21190.0,70645.7707053752,275846.0,2.0,37319.0,6219.824155171712,7677.953812943565,19981.0,184.0,309605.0,38700.6402015686,96160.65138811718,275846.0,2.0,0.0,22.023305896834465,1250.0,392.6875,523.7311929797575,274294.3625,1.0,1.0,1.0,1.0,0.0,414.1875,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #20
Flow info:,459.0,0.0,0.0,0.0,0.0,459.0,0.0,459.0,459.0,459.0,458.9557647705078,0.0,459.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,4357.718441558442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #21
Flow info:,320616.0,1250.0,0.0,614.8888888888889,600.2169283776584,21374.0,71302.82419683354,278783.0,6.0,33228.0,5537.986755371094,5089.008770591358,12311.0,1100.0,309755.0,38719.385862350464,97220.01515279688,278783.0,6.0,0.0,21.832971063259567,1250.0,392.6875,523.7311929797575,274294.3625,1.0,1.0,1.0,1.0,0.0,414.1875,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #22
Flow info:,519.0,0.0,0.0,0.0,0.0,519.0,0.0,519.0,519.0,519.0,518.798828125,0.0,519.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,3855.0588235294117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #23
Flow info:,306655.0,1250.0,0.0,688.625,590.9457160228122,20444.0,71095.60720095303,277184.0,1.0,306655.0,43807.84715924944,107911.07868286452,288395.0,153.0,299312.0,42758.839470999585,103470.08947144734,277184.0,1.0,0.0,26.087954943383785,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,688.625,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #24
Flow info:,322571.0,1250.0,0.0,612.1111111111111,598.5433243392755,21505.0,72591.49403736442,283692.0,11.0,32705.0,5450.844764709473,4666.809159569868,12479.0,300.0,314817.0,39352.11896896362,98904.97852261196,283692.0,11.0,0.0,21.700646212270716,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #25
Flow info:,318.0,0.0,0.0,0.0,0.0,318.0,0.0,318.0,318.0,318.0,318.0503845214844,0.0,318.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,6288.311844077961,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #26
Flow info:,322172.0,1250.0,0.0,614.8888888888889,600.2169283776584,21478.0,73642.07149751033,287307.0,1.0,21934.0,3655.672073364258,4932.356698753205,11424.0,108.0,314048.0,39256.006479263306,100359.6780423947,287307.0,1.0,0.0,21.72752938494931,1250.0,392.6875,523.7311929797575,274294.3625,1.0,1.0,1.0,1.0,0.0,414.1875,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #27
Flow info:,702.0,0.0,0.0,0.0,0.0,702.0,0.0,702.0,702.0,702.0,701.904296875,0.0,702.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,2849.391304347826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #28
Flow info:,328236.0,1250.0,0.0,688.625,590.9457160228122,21882.0,69026.2209064186,270834.0,7.0,328236.0,46890.871865408764,104892.977208839,284532.0,1381.0,317927.0,45418.12624250139,100143.75565735152,270834.0,7.0,0.0,24.37269978979053,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,688.625,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #29
Flow info:,304432.0,1250.0,0.0,612.1111111111111,598.5433243392755,20295.0,72339.07684521988,281652.0,1.0,16735.0,2789.179484049479,3620.9748077056092,7962.0,124.0,297762.0,37220.269441604614,98805.89036337628,281652.0,1.0,0.0,22.993629006931734,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #30
Flow info:,502.0,0.0,0.0,0.0,0.0,502.0,0.0,502.0,502.0,502.0,502.1095275878906,0.0,502.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,3983.1946818613487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #31
Flow info:,311677.0,1250.0,0.0,612.1111111111111,598.5433243392755,20778.0,72247.15017335939,281678.0,2.0,21148.0,3524.7008005777993,4693.591233454384,9792.0,142.0,302530.0,37816.22648239136,98607.03545697578,281678.0,2.0,0.0,22.45914992182169,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #32
Flow info:,787.0,0.0,0.0,0.0,0.0,787.0,0.0,787.0,787.0,787.0,787.0197296142578,0.0,787.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.232353832172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #33
Flow info:,314171.0,1250.0,0.0,612.1111111111111,598.5433243392755,20945.0,70440.62895775061,274900.0,1.0,29457.0,4909.515380859375,7064.71777880551,16087.0,133.0,302786.0,37848.23417663574,95997.5760989675,274900.0,1.0,0.0,22.280854409366416,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #34
Flow info:,546.0,0.0,0.0,0.0,0.0,546.0,0.0,546.0,546.0,546.0,545.9785461425781,0.0,546.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,3663.147598253275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #35
Flow info:,328226.0,1250.0,0.0,614.8888888888889,600.2169283776584,20514.0,69172.68635149214,279462.0,1.0,328226.0,46889.407294137134,106760.65915278746,288723.0,617.0,321851.0,40231.3768863678,97120.58129715016,279462.0,1.0,0.0,24.3734610610026,1250.0,369.5882352941176,515.9668180735474,266221.7573529412,1.0,1.0,1.0,1.0,0.0,391.0,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #36
Flow info:,310529.0,1250.0,0.0,612.1111111111111,598.5433243392755,20702.0,71606.69717631495,279267.0,1.0,24667.0,4111.170768737793,5304.305353912258,11490.0,210.0,300389.0,37548.63142967224,97737.50946013632,279267.0,1.0,0.0,22.542178489358157,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #37
Flow info:,645.0,0.0,0.0,0.0,0.0,645.0,0.0,645.0,645.0,645.0,645.1606750488281,0.0,645.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0029563932003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #38
Flow info:,353469.0,1250.0,0.0,705.1111111111111,554.9872621160878,20792.0,66043.66297129804,273809.0,2.0,353469.0,44183.61186981201,97052.37820206703,281783.0,97.0,338131.0,42266.3688659668,94667.46989286391,273809.0,2.0,0.0,25.46192926270576,1250.0,394.1666666666667,510.9911073244875,261111.91176470587,1.0,1.0,1.0,1.0,0.0,416.1666666666667,705.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #39
Flow info:,312559.0,1250.0,0.0,614.8888888888889,600.2169283776584,20837.0,72367.17522092053,282055.0,1.0,18457.0,3076.19571685791,4151.818912338365,9856.0,95.0,306130.0,38266.24155044556,98652.69023679491,282055.0,1.0,0.0,22.395762520519188,1250.0,392.6875,523.7311929797575,274294.3625,1.0,1.0,1.0,1.0,0.0,414.1875,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #40
Flow info:,495.0,0.0,0.0,0.0,0.0,495.0,0.0,495.0,495.0,495.0,495.1953887939453,0.0,495.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,4038.8098218584496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #41
Flow info:,328950.0,1250.0,0.0,688.625,590.9457160228122,21930.0,72609.18900936832,283817.0,1.0,328950.0,46992.88095746721,108590.50942060722,292811.0,227.0,312216.0,44602.291924612866,105688.94747172527,283817.0,1.0,0.0,24.319793116994283,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,688.625,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #42
Flow info:,309863.0,1250.0,0.0,688.625,590.9457160228122,20658.0,70903.06107735366,276646.0,2.0,309863.0,44266.155787876676,106834.61341368749,286321.0,209.0,301752.0,43107.44149344308,103116.08129040156,276646.0,2.0,0.0,25.817853900250835,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,688.625,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #43
Flow info:,318588.0,1250.0,0.0,612.1111111111111,598.5433243392755,21239.0,71628.5559468751,279519.0,1.0,30343.0,5057.175954182942,7546.4181311656175,18613.0,211.0,300152.0,37519.00792121887,97854.63347930256,279519.0,1.0,0.0,21.971949964639983,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #44
Flow info:,563.0,0.0,0.0,0.0,0.0,563.0,0.0,563.0,563.0,563.0,562.9062652587891,0.0,563.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,3552.9894112664124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #45
Flow info:,323355.0,1250.0,0.0,612.1111111111111,598.5433243392755,21557.0,73297.28934062667,286111.0,2.0,29462.0,4910.31010945638,7056.928978854793,16285.0,118.0,312270.0,39033.77056121826,99937.4523144261,286111.0,2.0,0.0,21.648036606847267,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #46
Flow info:,626.0,0.0,0.0,0.0,0.0,626.0,0.0,626.0,626.0,626.0,626.0871887207031,0.0,626.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,3194.4432597105865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #47
Flow info:,311975.0,1250.0,0.0,612.1111111111111,598.5433243392755,20798.0,71071.90738661516,277163.0,1.0,28521.0,4753.470420837402,6698.447427897626,14680.0,172.0,297456.0,37182.00325965881,97075.36372482196,277163.0,1.0,0.0,22.43769516353615,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #48
Flow info:,471.0,0.0,0.0,0.0,0.0,471.0,0.0,471.0,471.0,471.0,471.1151123046875,0.0,471.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,4245.246963562753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #49
Flow info:,331168.0,1250.0,0.0,612.1111111111111,598.5433243392755,22078.0,67776.95879654256,265741.0,1.0,55547.0,9257.833162943522,10329.638548694082,24201.0,165.0,315421.0,39427.608251571655,92109.22032364026,265741.0,1.0,0.0,21.137312016610284,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #50
Flow info:,408.0,0.0,0.0,0.0,0.0,408.0,0.0,408.0,408.0,408.0,407.93418884277344,0.0,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,4902.751607247224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #51
Flow info:,320186.0,1250.0,0.0,612.1111111111111,598.5433243392755,21346.0,70821.85417549942,276707.0,0.0,35635.0,5939.165751139323,6856.798067926077,15643.0,199.0,304750.0,38093.745708465576,96639.16788568252,276707.0,0.0,0.0,21.86229938858802,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #52
Flow info:,613.0,0.0,0.0,0.0,0.0,613.0,0.0,613.0,613.0,613.0,613.2125854492188,0.0,613.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,3261.51166407465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #53
Flow info:,302232.0,1250.0,0.0,614.8888888888889,600.2169283776584,20149.0,71676.91696053285,279118.0,1.0,17936.0,2989.3318812052407,4178.966210792409,10395.0,147.0,296890.0,37111.252546310425,97828.56874604581,279118.0,1.0,0.0,23.1610133056917,1250.0,392.6875,523.7311929797575,274294.3625,1.0,1.0,1.0,1.0,0.0,414.1875,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #54
Flow info:,450.0,0.0,0.0,0.0,0.0,450.0,0.0,450.0,450.0,450.0,449.89585876464844,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,4445.4732379438265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #55
Flow info:,319878.0,1250.0,0.0,612.1111111111111,598.5433243392755,21325.0,70837.36498268305,276991.0,1.0,35413.0,5902.1711349487305,8700.89380769499,22259.0,238.0,310833.0,38854.122161865234,96361.01289539298,276991.0,1.0,0.0,21.88333609109868,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #56
Flow info:,489.0,0.0,0.0,0.0,0.0,489.0,0.0,489.0,489.0,489.0,488.9965057373047,0.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,4090.0087762067283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #57
Flow info:,310889.0,1250.0,0.0,612.1111111111111,598.5433243392755,20726.0,72404.01475739678,282146.0,1.0,22712.0,3785.3320439656577,4886.424482402355,10510.0,109.0,301433.0,37679.13579940796,98877.95719353204,282146.0,1.0,0.0,22.516074459167935,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #58
Flow info:,574.0,0.0,0.0,0.0,0.0,574.0,0.0,574.0,574.0,574.0,573.8735198974609,0.0,574.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,3485.088491898629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #59
Flow info:,324424.0,1250.0,0.0,614.8888888888889,600.2169283776584,21628.0,68774.685038059,269321.0,2.0,45379.0,7563.193639119466,10506.987375917268,23726.0,99.0,307654.0,38456.737995147705,93561.2035346073,269321.0,2.0,0.0,21.57670020496306,1250.0,392.6875,523.7311929797575,274294.3625,1.0,1.0,1.0,1.0,0.0,414.1875,614.8888888888889,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #60
Flow info:,490.0,0.0,0.0,0.0,0.0,490.0,0.0,490.0,490.0,490.0,489.95018005371094,0.0,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,4082.047688564477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #61
Flow info:,344617.0,1250.0,0.0,612.1111111111111,598.5433243392755,22974.0,70764.97977447594,274787.0,1.0,59390.0,9898.30493927002,19249.246177156634,48521.0,114.0,296277.0,37034.63077545166,96178.56072126892,274787.0,1.0,0.0,20.312411271955433,1250.0,391.125,522.0016443141407,272485.7166666667,1.0,1.0,1.0,1.0,0.0,412.625,612.1111111111111,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #62
Flow info:,135.0,0.0,0.0,0.0,0.0,135.0,0.0,135.0,135.0,135.0,134.94491577148438,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,14820.86219081272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #63
Flow info:,324312.0,1250.0,0.0,688.625,590.9457160228122,23165.0,74273.6919931814,280735.0,2.0,34957.0,5826.155344645183,5861.199428474767,15212.0,210.0,314632.0,44947.41984776088,104277.48586738562,280735.0,2.0,0.0,21.584155417003917,1250.0,417.2,529.4274805323739,280293.45714285714,1.0,1.0,1.0,1.0,0.0,438.8,688.625,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #64
